acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,grav_x,grav_y,grav_z,label,timestamp
-1.6388761,-0.9288347,1.0045708,2.121535,-1.0137309,1.667204,-0.2852772,7.3061466,6.540256,1,1683969780.5937402
-0.026343001,0.2321477,0.32038453,2.5245533,-1.3260357,4.7390924,0.6759645,7.744681,5.9832363,1,1683969780.6587162
-0.026343001,0.2321477,0.32038453,2.627026,-1.6401732,4.8765373,0.88187766,7.7965117,5.8883605,1,1683969780.6638267
0.4730154,0.6854668,0.19860914,2.627026,-1.6401732,4.8765373,0.88187766,7.7965117,5.8883605,1,1683969780.663835
2.063413,2.2731204,-0.15567982,3.063031,-2.768594,1.8174769,2.3022523,8.104931,5.0245233,1,1683969780.6690426
1.8494371,2.30672,-0.31678677,3.063031,-2.768594,1.8174769,2.3022523,8.104931,5.0245233,1,1683969780.6893978
1.8494371,2.30672,-0.31678677,2.415972,-2.2957842,0.37690386,2.3022523,8.104931,5.0245233,1,1683969780.6944711
1.8494371,2.30672,-0.31678677,2.415972,-2.2957842,0.37690386,2.6375685,8.249099,4.607788,1,1683969780.6995974
1.5106369,2.1882985,-0.5300309,2.415972,-2.2957842,0.37690386,2.6375685,8.249099,4.607788,1,1683969780.7098746
1.5106369,2.1882985,-0.5300309,1.5879441,-1.6218473,-0.47632217,2.6375685,8.249099,4.607788,1,1683969780.7252293
1.5106369,2.1882985,-0.5300309,1.5879441,-1.6218473,-0.47632217,2.7293005,8.335956,4.39305,1,1683969780.735483
1.5106369,2.1882985,-0.5300309,1.5879441,-1.6218473,-0.47632217,2.7365975,8.403459,4.257823,1,1683969780.7611306
1.1901304,2.004568,-0.8728558,1.5879441,-1.6218473,-0.47632217,2.7365975,8.403459,4.257823,1,1683969780.766294
1.1901304,2.004568,-0.8728558,0.6217081,-1.1969905,-1.0303769,2.7365975,8.403459,4.257823,1,1683969780.7714286
1.1901304,2.004568,-0.8728558,-0.6160576,-1.3988814,-1.5012014,2.7365975,8.403459,4.257823,1,1683969780.7816877
1.1901304,2.004568,-0.8728558,-0.6160576,-1.3988814,-1.5012014,2.6953828,8.444415,4.2027245,1,1683969780.802166
0.95109206,1.7487606,-1.1331148,-0.6160576,-1.3988814,-1.5012014,2.6953828,8.444415,4.2027245,1,1683969780.812393
0.87108743,1.4994777,-0.9861551,-0.6160576,-1.3988814,-1.5012014,2.6953828,8.444415,4.2027245,1,1683969780.8277762
0.87108743,1.4994777,-0.9861551,-1.5065464,-1.8480201,-1.8420641,2.6953828,8.444415,4.2027245,1,1683969780.838031
0.87108743,1.4994777,-0.9861551,-1.5065464,-1.8480201,-1.8420641,2.6348503,8.456606,4.216576,1,1683969780.8482893
0.87108743,1.4994777,-0.9861551,-1.5065464,-1.8480201,-1.8420641,2.5269206,8.424967,4.3440423,1,1683969780.8533807
0.87108743,1.4994777,-0.9861551,-2.431091,-2.2386684,-2.2736404,2.5269206,8.424967,4.3440423,1,1683969780.8687594
0.7461411,1.1054304,-0.46533203,-2.431091,-2.2386684,-2.2736404,2.5269206,8.424967,4.3440423,1,1683969780.884153
0.7461411,1.1054304,-0.46533203,-2.431091,-2.2386684,-2.2736404,2.4846368,8.402227,4.4119453,1,1683969780.894418
0.7461411,1.1054304,-0.46533203,-2.8900034,-2.251802,-2.5054638,2.4846368,8.402227,4.4119453,1,1683969780.9046752
0.63058555,0.8337072,-0.092932254,-2.8900034,-2.251802,-2.5054638,2.4846368,8.402227,4.4119453,1,1683969780.9098048
0.63058555,0.8337072,-0.092932254,-3.4005342,-1.9976821,-2.7475193,2.4846368,8.402227,4.4119453,1,1683969780.9302785
0.35867947,0.44215995,0.5321652,-3.4005342,-1.9976821,-2.7475193,2.4846368,8.402227,4.4119453,1,1683969780.9354057
0.35867947,0.44215995,0.5321652,-3.4005342,-1.9976821,-2.7475193,2.3860626,8.338776,4.5834107,1,1683969780.9507885
-0.0140252095,0.08427321,1.1808006,-3.4005342,-1.9976821,-2.7475193,2.3860626,8.338776,4.5834107,1,1683969780.961049
-0.0140252095,0.08427321,1.1808006,-3.4005342,-1.9976821,-2.7475193,2.2057471,8.2029,4.9074664,1,1683969780.9815218
-0.0140252095,0.08427321,1.1808006,-3.4519994,-1.6493362,-2.69697,2.2057471,8.2029,4.9074664,1,1683969780.9866138
-0.33782458,-0.2154394,1.6983308,-3.4519994,-1.6493362,-2.69697,2.2057471,8.2029,4.9074664,1,1683969781.0070615
-0.33782458,-0.2154394,1.6983308,-3.4519994,-1.6493362,-2.69697,2.0800407,8.0968485,5.1332836,1,1683969781.0121977
-0.33782458,-0.2154394,1.6983308,-3.0550897,-1.1246029,-2.4362833,2.0800407,8.0968485,5.1332836,1,1683969781.0275493
-0.33782458,-0.2154394,1.6983308,-2.1675026,-0.2695443,-1.8545868,2.0800407,8.0968485,5.1332836,1,1683969781.0378113
-0.7093707,-0.53850704,1.9784081,-2.1675026,-0.2695443,-1.8545868,2.0800407,8.0968485,5.1332836,1,1683969781.0531552
-0.7093707,-0.53850704,1.9784081,-2.1675026,-0.2695443,-1.8545868,1.8892584,7.95216,5.424939,1,1683969781.0634174
-0.9379206,-0.6771737,1.9507846,-2.1675026,-0.2695443,-1.8545868,1.8892584,7.95216,5.424939,1,1683969781.0685494
-0.9379206,-0.6771737,1.9507846,-1.2886202,0.16752979,-1.1087204,1.8892584,7.95216,5.424939,1,1683969781.0839298
-0.9379206,-0.6771737,1.9507846,-1.2886202,0.16752979,-1.1087204,1.7759501,7.8825803,5.5630074,1,1683969781.0890582
-0.9379206,-0.6771737,1.9507846,-0.3715588,0.3379612,-0.18936823,1.7759501,7.8825803,5.5630074,1,1683969781.1146603
-1.0877464,-0.71168786,1.887549,-0.3715588,0.3379612,-0.18936823,1.7759501,7.8825803,5.5630074,1,1683969781.1197908
-1.0877464,-0.71168786,1.887549,-0.3715588,0.3379612,-0.18936823,1.7038246,7.842795,5.6412463,1,1683969781.130053
-1.0877464,-0.71168786,1.887549,0.62125,0.6395759,1.1322387,1.7038246,7.842795,5.6412463,1,1683969781.1454391
-1.1452497,-0.64564747,1.7538828,0.62125,0.6395759,1.1322387,1.7038246,7.842795,5.6412463,1,1683969781.1556933
-1.1452497,-0.64564747,1.7538828,0.62125,0.6395759,1.1322387,1.6911353,7.833226,5.658333,1,1683969781.1658895
