acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,grav_x,grav_y,grav_z,label,timestamp
-0.056961477,-0.011859392,0.98009837,0.0,0.0004005432,0.0001335144,-0.55770963,-0.15142201,9.789607,2,1683807349.750659
-0.058432527,-0.014543679,0.9798557,0.0,0.0004005432,-0.00093460083,-0.5577184,-0.15155382,9.789606,2,1683807349.7819078
-0.053306602,-0.01674267,0.980341,-0.0010681152,0.0004005432,0.0001335144,-0.5575186,-0.15160772,9.789616,2,1683807349.7975333
-0.058432527,-0.015271621,0.98084146,-0.0010681152,0.0004005432,0.0001335144,-0.5575186,-0.15160772,9.789616,2,1683807349.813158
-0.058432527,-0.015271621,0.98084146,-0.0010681152,0.0004005432,0.0001335144,-0.5577278,-0.15175994,9.789601,2,1683807349.828783
-0.05721929,-0.015999563,0.98254,0.0010681152,0.0004005432,0.0001335144,-0.5575783,-0.15186064,9.789608,2,1683807349.8444078
-0.056961477,-0.017227964,0.9832831,-0.0010681152,0.0004005432,-0.00093460083,-0.55778575,-0.15215816,9.789591,2,1683807349.8600326
-0.056233536,-0.016500022,0.9793704,0.0,0.0004005432,0.0012016296,-0.55763245,-0.15237318,9.7895975,2,1683807349.8756585
-0.056233536,-0.014058384,0.98229736,0.0,0.0004005432,-0.002002716,-0.5573271,-0.15224193,9.789618,2,1683807349.9537807
-0.055262946,-0.01674267,0.97912776,0.0,-0.000667572,0.0001335144,-0.5575639,-0.15250038,9.789599,2,1683807349.9850264
-0.0550203,-0.015514269,0.9827826,0.0,0.0004005432,-0.002002716,-0.5581828,-0.1525347,9.789563,2,1683807350.0006516
-0.051592905,-0.015999563,0.980341,0.0010681152,0.0014686584,0.0001335144,-0.5581828,-0.1525347,9.789563,2,1683807350.0162776
-0.051592905,-0.015999563,0.980341,0.0010681152,0.0014686584,0.0001335144,-0.55787337,-0.15233676,9.789584,2,1683807350.0319057
-0.0550203,-0.012829981,0.980341,0.0010681152,-0.000667572,0.0012016296,-0.55767167,-0.15189835,9.789602,2,1683807350.047529
-0.055262946,-0.019426957,0.97961307,-0.0010681152,-0.0017356873,-0.00093460083,-0.5576772,-0.15211728,9.789598,2,1683807350.0787814
-0.054519836,-0.015756916,0.98132676,-0.0010681152,-0.000667572,-0.00093460083,-0.5577102,-0.15218842,9.789596,2,1683807350.0944061
-0.053791896,-0.015028973,0.98352575,-0.0010681152,0.0004005432,-0.00093460083,-0.5571347,-0.15261953,9.789621,2,1683807350.1412807
-0.057461936,-0.015999563,0.98132676,0.0,0.0004005432,0.0001335144,-0.5567988,-0.15217094,9.789647,2,1683807350.156903
-0.056233536,-0.014786326,0.9793704,0.0,0.0014686584,-0.00093460083,-0.55713165,-0.15222603,9.789628,2,1683807350.1725268
-0.05721929,-0.014543679,0.9810841,0.0010681152,-0.000667572,-0.00093460083,-0.55758154,-0.1515218,9.789614,2,1683807350.2350261
