acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,grav_x,grav_y,grav_z,label,timestamp
-0.66089225,0.20013362,0.24074577,2.2812762,-0.50594914,-0.9682214,2.9347882,9.327355,0.7896724,1,1683969731.3632414
-0.66089225,0.20013362,0.24074577,-0.9492846,3.6641223,1.0027353,2.9347882,9.327355,0.7896724,1,1683969731.4095056
-0.66089225,0.20013362,0.24074577,-0.9492846,3.6641223,1.0027353,2.7968097,9.387228,0.54214394,1,1683969731.4145944
-0.35172784,0.39654753,0.13836174,-0.9492846,3.6641223,1.0027353,2.7968097,9.387228,0.54214394,1,1683969731.4247823
-0.35172784,0.39654753,0.13836174,-3.1616857,6.7896147,2.2049181,2.7968097,9.387228,0.54214394,1,1683969731.429865
-0.35172784,0.39654753,0.13836174,-3.1616857,6.7896147,2.2049181,2.844568,9.358504,0.75029075,1,1683969731.4349387
-0.35172784,0.39654753,0.13836174,-3.1616857,6.7896147,2.2049181,2.9556537,9.2744,1.2189019,1,1683969731.4603438
-0.35172784,0.39654753,0.13836174,-4.9179235,8.898016,3.0155363,2.9556537,9.2744,1.2189019,1,1683969731.4705026
-0.17257105,0.5488735,0.11384811,-4.9179235,8.898016,3.0155363,2.9556537,9.2744,1.2189019,1,1683969731.4806702
-0.17257105,0.5488735,0.11384811,-4.9179235,8.898016,3.0155363,3.0728745,9.12296,1.8881613,1,1683969731.4857507
-0.0070126047,0.5891807,0.1621436,-4.9179235,8.898016,3.0155363,3.0728745,9.12296,1.8881613,1,1683969731.4959161
-0.0070126047,0.5891807,0.1621436,-6.2144847,10.058966,3.5870006,3.0728745,9.12296,1.8881613,1,1683969731.5162132
-0.0070126047,0.5891807,0.1621436,-7.0050974,10.485044,3.928169,3.0728745,9.12296,1.8881613,1,1683969731.541623
-0.0070126047,0.5891807,0.1621436,-7.0050974,10.485044,3.928169,3.1526554,8.892055,2.6885393,1,1683969731.5466957
0.120738745,0.6222924,0.23635526,-7.0050974,10.485044,3.928169,3.1526554,8.892055,2.6885393,1,1683969731.5517774
0.22306179,0.6540625,0.37050945,-7.0050974,10.485044,3.928169,3.1526554,8.892055,2.6885393,1,1683969731.5720978
0.22306179,0.6540625,0.37050945,-7.0050974,10.485044,3.928169,3.1464295,8.396709,3.9788673,1,1683969731.5823033
0.22306179,0.6540625,0.37050945,-7.3306885,10.153039,4.1231875,3.1464295,8.396709,3.9788673,1,1683969731.587384
0.40990198,0.7099805,0.54576355,-7.3306885,10.153039,4.1231875,3.1464295,8.396709,3.9788673,1,1683969731.5924716
0.40990198,0.7099805,0.54576355,-6.986313,9.168476,4.0614905,3.1464295,8.396709,3.9788673,1,1683969731.5975506
0.40990198,0.7099805,0.54576355,-6.986313,9.168476,4.0614905,3.0588894,7.9883347,4.8026896,1,1683969731.6127954
0.40990198,0.7099805,0.54576355,-6.2210517,8.004473,3.7493382,3.0588894,7.9883347,4.8026896,1,1683969731.63312
0.56619155,0.7925463,0.6413789,-6.2210517,8.004473,3.7493382,3.0588894,7.9883347,4.8026896,1,1683969731.6432774
0.56619155,0.7925463,0.6413789,-6.2210517,8.004473,3.7493382,2.9216638,7.5524096,5.5372467,1,1683969731.648359
0.7387626,0.90365034,0.5950957,-6.2210517,8.004473,3.7493382,2.9216638,7.5524096,5.5372467,1,1683969731.673779
