acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,grav_x,grav_y,grav_z,label,timestamp
0.040734082,0.35075217,0.39032766,-0.8597928,0.49281552,-4.481002,-1.8384533,7.3929205,6.1806903,0,1683969551.751688
-0.042075627,0.2733696,0.32562876,-0.948521,0.5853616,-4.477031,-1.8384533,7.3929205,6.1806903,0,1683969551.7934783
-0.12342183,0.2367821,0.1911087,-1.4440855,0.64721173,-4.3020186,-2.4847455,7.108925,6.2869177,0,1683969551.809082
-0.22824502,0.20306063,0.07097975,-1.4440855,0.64721173,-4.3020186,-2.4847455,7.108925,6.2869177,0,1683969551.8193743
-0.22824502,0.20306063,0.07097975,-1.4440855,0.64721173,-4.3020186,-2.969937,6.8443546,6.3694897,0,1683969551.8245494
-0.22824502,0.20306063,0.07097975,-1.8229746,0.46563202,-4.148386,-2.969937,6.8443546,6.3694897,0,1683969551.850374
-0.34892282,0.13915445,0.1445816,-1.8229746,0.46563202,-4.148386,-2.969937,6.8443546,6.3694897,0,1683969551.8555431
-0.34892282,0.13915445,0.1445816,-1.8229746,0.46563202,-4.148386,-3.2814996,6.631057,6.4418135,0,1683969551.865901
-0.34892282,0.13915445,0.1445816,-1.9417878,0.3932445,-3.9376373,-3.2814996,6.631057,6.4418135,0,1683969551.886583
-0.34892282,0.13915445,0.1445816,-1.9417878,0.3932445,-3.9376373,-3.5667048,6.3861246,6.5369825,0,1683969551.8968947
-0.44380638,0.037868064,0.40575537,-1.9417878,0.3932445,-3.9376373,-3.5667048,6.3861246,6.5369825,0,1683969551.9020338
-0.46594182,0.0014025208,0.4856381,-1.9417878,0.3932445,-3.9376373,-3.5667048,6.3861246,6.5369825,0,1683969551.9175467
-0.46594182,0.0014025208,0.4856381,-1.8897116,0.36025777,-3.6809213,-3.5667048,6.3861246,6.5369825,0,1683969551.9330716
-0.46594182,0.0014025208,0.4856381,-1.8897116,0.36025777,-3.6809213,-3.824202,6.127126,6.6385174,0,1683969551.9382498
-0.50332206,0.004817354,0.5163716,-1.8897116,0.36025777,-3.6809213,-3.824202,6.127126,6.6385174,0,1683969551.9485717
-0.50332206,0.004817354,0.5163716,-1.8897116,0.36025777,-3.6809213,-4.055269,5.8700376,6.7330194,0,1683969551.9692795
-0.50332206,0.004817354,0.5163716,-1.750129,0.28848112,-3.4639113,-4.055269,5.8700376,6.7330194,0,1683969551.974457
-0.50332206,0.004817354,0.5163716,-1.750129,0.28848112,-3.4639113,-4.354974,5.5003853,6.856827,0,1683969551.9796379
-0.5538128,0.0074394583,0.48655275,-1.750129,0.28848112,-3.4639113,-4.354974,5.5003853,6.856827,0,1683969551.984766
-0.5538128,0.0074394583,0.48655275,-1.5473217,0.06154467,-3.2213979,-4.354974,5.5003853,6.856827,0,1683969551.9950783
-0.56680137,0.01603752,0.46417344,-1.5473217,0.06154467,-3.2213979,-4.354974,5.5003853,6.856827,0,1683969552.0209088
